permit_type,dec_id,permit_issued_to,facility_name,facility_street,facility_city,facility_zip,facility_contact,facility_description,facility_mact,facility_nsps,emission_units,controls,stack_height,pollutants,potential_to_emit,emission_unit_description,process_description,monitoring_type,monitoring_frequency,parameter_monitored,upper_permit_limit,lower_permit_limit
Air State Facility,9060300023,NESTLE PURINA PETCARE CO,NESTLE PURINA PET CARE COMPANY,3800 MIDDLE RD,DUNKIRK,14048,WILLIAM H EHMKE,,JJJJJJ,Dc,"0-UBLR2, 0-UBLR3, U-00001","CENTRIFUGAL, FABRIC FILTER","177, 179, 25, 28, 29, 30, 31, 32, 34, 36, 38, 41, 46, 48, 64, 83","PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,9060800039,HOPE'S WINDOWS INC,HOPE'S WINDOWS INC,84 HOPKINS AVE,JAMESTOWN,14701,DANIEL LAUSTERER,,,,"1-11111, 2-22222, 3-33333","BAFFLE, CENTRIFUGAL","21, 23, 26, 4, 43, 9","HAP, METHYL ETHYL KETONE, PARTICULATES, VOC",,,,,,,,
Air State Facility,9060800050,JAMESTOWN MACADAM INC,JAMESTOWN MACADAM,WALDEN AVE,JAMESTOWN,14701,THOMAS OLSON,,,"A, I","P-00001, P-00002, P-00003, P00002, P00003","BAFFLE, FABRIC FILTER, SINGLE CYCLONE","35, 42","CARBON MONOXIDE, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
"Air State Facility, Air Title V Facility",9060800053,JAMESTOWN BOARD OF PUBLIC UTILITIES,SAMUEL A CARLSON GENERATING STATION,136 STEELE ST,JAMESTOWN,14701,STEVEN DINEEN,,,"A, Db, Dc, GG, Y","U-00003, U-00004, U-00005, U-00006, U-00007, U-00008, U-00020, U-00022, U-00023, U-00027, U00003, U00004, U00005, U00006, U00007, U00008, U00020, U00022, U00023, U00027","ACTIVATED CARBON INJECTION, ELECTROSTATIC PRECIPITATOR, FABRIC FILTER, STEAM OR WATER INJECTION, WATER INJECTION","100, 126, 195, 200, 50, 62, 72, 77","CARBON DIOXIDE, CARBON MONOXIDE, MERCURY, OXIDES OF NITROGEN, Oxides of Nitrogen, Oxides of Nitrogen (NOx), Oxides of Nitrogen., PARTICULATES, PM-10, SULFUR DIOXIDE, Samuel A. Carlson Generating Station",,,,,,,,
Air State Facility,9060800053,JAMESTOWN BOARD OF PUBLIC UTILITIES,SAMUEL A CARLSON GENERATING STATION,136 STEELE ST,JAMESTOWN,14701,STEVEN DINEEN,,,,"U-00003, U-00004","ACTIVATED CARBON INJECTION, ELECTROSTATIC PRECIPITATOR, WATER INJECTION",195,"OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air State Facility,9060800161,BLACKSTONE ADVANCED TECHNOLOGIES LLC,BLACKSTONE ADVANCED TECHNOLOGIES,100 BLACKSTONE AVE,JAMESTOWN,14701,WAYNE A BERG,,HHHHHH,,"0-00001, 0-00101","BAFFLE, HIGH EFFICIENCY PARTICULATE AIR FILTER","20, 25, 30",,,,,,,,,
"Air State Facility, Air Title V Facility",9062200003,CUMMINS INC,CUMMINS INC - JAMESTOWN ENGINE PLANT,4720 BAKER ST EXT,LAKEWOOD,14750,DAVID L BURLEE,,,Kb,"1-ENGTC, 1ENGTC, 2-PAINT, 3-MANUF, 4-WASTE, 5-HEATG","BIOLOGICAL OXIDATION, FABRIC FILTER, HIGH EFFICIENCY PARTICULATE AIR FILTER, MIST ELIMINATOR","14, 3, 36, 37, 38, 39, 40, 41, 50, 52, 56, 64, 65, 7","HAP, PARTICULATES, SULFUR DIOXIDE, VOC, XYLENE, M, O & P MIXT.",,,,,,,,
Air Title V Facility,9062400016,KEYWELL LLC,KEYWELL LLC,300 FALCONER STREET,FREWSBURG,14738,R BRADLEY ALBRIGHT,,"T, T, T, T",,"U-NPB00, U-SHRED, U-TCE00, U-THERM, U-TORCH, U-VOC00, UTCE00","ACTIVATED CARBON ADSORPTION, FABRIC FILTER, SINGLE CYCLONE, THERMAL OXIDATION","18, 20, 21, 22, 25, 28, 30","PARTICULATES, PROPANE, 1-BROMO-, TOTAL HAP, TRICHLOROETHYLENE, VOC",,,,,,,,
Air State Facility,9062800116,EMKEY GATHERING LLC,MAYVILLE COMPRESSOR STATION,5644 BENTLEY RD,MAYVILLE,14757,KYLE RHOADES,,"HH, ZZZZ",,1-MCS01,,"10, 22, 25, 28","BENZENE, HAP, OXIDES OF NITROGEN",,,,,,,,
Air Title V Facility,9063600006,CHAUTAUQUA COUNTY,CHAUTAUQUA COUNTY LANDFILL,3889 TOWERVILLE RD,ELLERY CENTER,,KEITH STOCK,,"AAAA, ZZZZ","JJJJ, JJJJ, WWW","1-LFGAS, 1-LFGTE",,"28, 34","CARBON MONOXIDE, HAP, METHANE, NMOC - LANDFILL USE ONLY, OXIDES OF NITROGEN, VOC",,,,,,,,
Air State Facility,9063800027,FANCHER CHAIR CO INC,FANCHER CHAIR CO INC,121 S WORK ST,FALCONER,14733,"GARY HENRY, JR",,,,"1-00001, 1-00002","FABRIC FILTER, MAT OR PANEL FILTER, SINGLE CYCLONE","15, 21, 25, 28, 33, 40, 42, 43, 45, 56","PARTICULATES, TOLUENE, TOTAL HAP, VOC",,,,,,,,
Air State Facility,9063800054,SOUTHERN TIER MEMORIAL CREMATION CORPORATION,SOUTHERN TIER MEMORIAL CREMATION CO,46 E FALCONER ST,FALCONER,14733,DUANE F ANDERSON,,,,"E-UNIT1, E-UNIT2",,,PARTICULATES,,,,,,,,
Air Title V Facility,9063800066,SKF USA INC,SKF AEROENGINE NORTH AMERICA,ONE MAROCO RD|PO BOX 263,FALCONER,14733,"KEVIN N MCMILLEN, WILLIAM C MCGLOCKLIN",,,,"F-00001, F-00002","MIST ELIMINATOR, SINGLE CYCLONE","26, 31, 32, 34, 35, 38","PARTICULATES, VOC",,,,,,,,
Air State Facility,9063800071,CHAUTAUQUA COUNTY HUMANE SOCIETY,CHAUTAUQUA COUNTY HUMANE SOCIETY,2825 STRUNK RD,JAMESTOWN,,JEFFREY R LUBI,,,,O-00001,"COMBUSTION CHAMBER, DIRECT FLAME AFTERBURNER",39,PARTICULATES,,,,,,,,
Air State Facility,9063800078,RHI MONOFRAX LLC,RHI MONOFRAX LTD,1870 NEW YORK AVE,FALCONER,14733,JOE M LETKO,,,,"0-00001, 0-00002, 0-00003, 0-00004, 0-00005","DUST SUPPRESSION BY WATER SPRAY, FABRIC FILTER","10, 16, 17, 21, 26, 27, 28, 29, 30, 33, 38, 4, 40, 44, 45, 48, 66, 69","CHROMIUM(VI), OXIDES OF NITROGEN, PARTICULATES, PM-10",,,,,,,,
Air State Facility,9063800099,H H RAUH PAVING INC,H H RAUH PAVING INC - ASPHALT PLANT,ALLEN STREET EXT |CORNER OF SOUTH DOW AND ALLEN ST EXT,JAMESTOWN,14701,JOHN R RAUH,,,I,0-00001,FABRIC FILTER,"10, 30","CARBON MONOXIDE, PARTICULATES",,,,,,,,
Air State Facility,9063800221,SPRAY-TECH FINISHING INC,SPRAY-TECH FINISHING & ASSEMBLY,1853 DELAWARE AVE,FALCONER,14733,GUY F LOMBARDO,,HHHHHH,,A-00001,FABRIC FILTER,28,"HAP, PARTICULATES, VOC",,,,,,,,
Air Title V Facility,9064200016,TENNESSEE GAS PIPELINE COMPANY LLC,TENNESSEE GAS PIPELINE CO COMPRESSOR STATION 224,9766 RAVLIN HILL RD,CLYMER,14724,MURALI RAMAMOORTHY,,ZZZZ,,R-22401,,23,OXIDES OF NITROGEN,,,,,,,,
Air Title V Facility,9064600048,NATIONAL FUEL GAS SUPPLY CORPORATION,NASHVILLE COMPRESSOR STATION,11413 ALLEGANY ROAD,FORESTVILLE,14062,GARY A YOUNG,,,,"0-00001, 0-00002",,"16, 24, 25, 30",OXIDES OF NITROGEN,,,,,,,,
Air State Facility,9064600048,NATIONAL FUEL GAS SUPPLY CORPORATION,NASHVILLE COMPRESSOR STATION,11413 ALLEGANY RD,FORESTVILLE,14062,JOSHUA Z ENNIS,,ZZZZ,"JJJJ, JJJJ","0-00001, 0-00003",,"24, 25, 30","CARBON MONOXIDE, OXIDES OF NITROGEN, VOC",,,,,,,,
,9066000093,NYS DEPT OF CORRECTIONAL SERVICES,LAKEVIEW CORRECTIONAL FACILITY,9300 LAKE AVENUE,BROCTON,14716,KEITH D RUPERT,,,"Dc, Kb",0-0MAIN,,"12, 3, 36","OXIDES OF NITROGEN, SULFUR DIOXIDE, VOC",,,,,,,,
Air Title V Facility,9066400035,NULIFE GLASS NY INC,NULIFE GLASS DUNKIRK,3213 MIDDLE RD,DUNKIRK,14048,"MATTHEW ZDYB, SIMON M GREER",,X,,"U-FURN1, U-GLSEP",HIGH EFFICIENCY PARTICULATE AIR FILTER,32,"LEAD, PARTICULATES",,,,,,,,
Air State Facility,9067200115,GERNATT ASPHALT PRODUCTS INC,WESTFIELD ASPHALT PAVING PLANT,7802 PERSONS RD,WESTFIELD,14787,RICHARD I PECNIK,,,I,U-0PDB1,FABRIC FILTER,21,"CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, VOC",,,,,,,,
Air State Facility,9069900056,VALEO EQUIPMENT 3 US INC,VALEO INC ENGINE COOLING TRUCK DIVISION,2258 ALLEN ST,JAMESTOWN,14701,ANGELA RICOTTA,,,,"B-SWELD, C-CUBR1, E-PAINT, M-MISC1, N-NOCO1, R-ABAR1, V-VOIL1","MAT OR PANEL FILTER, MIST ELIMINATOR, PACKED GAS ABSORPTION SYSTEM, GAS","17, 18, 20, 25, 28, 30, 31, 35, 38, 40, 44, 45, 47, 48, 49, 53, 54, 56","PARTICULATES, VOC",,,,,,,,
Air Title V Facility,9140200021,AURUBIS BUFFALO INC,AURUBIS BUFFALO INC,70 SAYRE ST,BUFFALO,14207,PAUL BODEKOR,,,M,"1-CASTS, 2-ANEAL, 3-STRND, 4-HOTRL, 5-PAINT, 6-TREAT, 7-CRACK, 8-SHAKE, 9-TINLN","CENTRIFUGAL, FABRIC FILTER, WET SCRUBBER","100, 118, 26, 28, 39, 40, 43, 49, 50, 58, 60, 69, 82","CARBON MONOXIDE, HYDROGEN CHLORIDE, PARTICULATES",,,,,,,,
Air State Facility,9140200089,BUFFALO GENERAL HOSPITAL,BUFFALO GENERAL HOSPITAL,100 HIGH ST,BUFFALO,14203,PETER MURPHY,,,,B-00002,,152,"OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air Title V Facility,9140200154,BUFFALO SEWER AUTHORITY,BIRD ISLAND STP,90 WEST FERRY ST,BUFFALO,14213,JANE ORK,,,O,"U-00002, U-00003","DIRECT FLAME AFTERBURNER, IMPINGEMENT PLATE SCRUBBER, SPRAY TOWER, VENTURI SCRUBBER","3, 96","BERYLLIUM, MERCURY, OXIDES OF NITROGEN, PARTICULATES, VOC",,,,,,,,
Air State Facility,9140200200,RIVERWRIGHT LLC,RIVERWRIGHT,120 CHILDS ST,BUFFALO,14203,KEVIN TOWNSELL,,,"A, DD, Db, Kb, VV","1-BOILR, 1-MAINP","FABRIC FILTER, FLARING, SPRAY TOWER, VENTURI SCRUBBER","180, 35, 50, 80","ACROLEIN, CARBON MONOXIDE, ETHYL ALCOHOL (ETHANOL), FORMALDEHYDE, OXIDES OF NITROGEN, PARTICULATES, PHOSPHINE, PM-10, VOC",,,,,,,,
Air State Facility,9140200269,HABASIT AG,HABASIT BELTING INC,1400 CLINTON ST,BUFFALO,14206,RICHARD MILLER,,,,"0-00001, 0-00002, 0-00003",,,"HAP, PARTICULATES, TOLUENE, VOC",,,,,,,,
Air State Facility,9140200344,M A MOSLOW & BROS INC,M A MOSLOW & BROS,375 NORFOLK AVE,BUFFALO,14215,DAVID MOSLOW,,,,1-SCOAT,,20,"HAP, PARTICULATES, TOLUENE, VOC",,,,,,,,
Air State Facility,9140200406,ROSWELL PARK CANCER INSTITUTE CORP,ROSWELL PARK CANCER INSTITUTE,666 ELM & CARLTON STS,BUFFALO,14263,ANTHONY PUTRELO,,,"A, Dc",U-00001,"FLUE GAS RECIRCULATION, LOW NOx BURNER",125,"CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,9140200422,A D M MILLING CO,ADM MILLING CO,250 GANSON ST,BUFFALO,14203,GEORGE SIRADAS,,,,U-FUMIG,,,METHYL BROMIDE,,,,,,,,
Air Title V Facility,9140200435,P V S CHEMICALS INC,PVS CHEMICALS,55 LEE ST,BUFFALO,14210,CHRISTOPHER J CANCILLA,,,,"U-00010, U-00020, U-00030, U-00040, U-00050, U-00060, U-00070, U-00080, U-00090","CHEMICAL NEUTRALIZATION, CONSERVATION VENT, GAS SCRUBBER (GENERAL, NOT CLASSIFIED), MIST ELIMINATOR, PACKED-GAS ABSORPTION SYSTEM","10, 12, 15, 2, 20, 21, 24, 28, 35, 38, 40, 45, 46, 75","AMMONIA, HYDROGEN CHLORIDE, SODIUM CARBONATE, SULFUR DIOXIDE, SULFURIC ACID, SULFUROUS ACID, DIAMMONIUM SALT",,,,,,,,
Air State Facility,9140200453,S J MCCULLAGH INC,S J MCCULLAGH INC,245 SWAN ST,BUFFALO,14203,"WARREN E EMBLIDGE, JR",,,,U-00001,SINGLE CYCLONE,42,"ACETALDEHYDE, ACROLEIN, CARBON MONOXIDE, FORMALDEHYDE, PARTICULATES, VOC",,,,,,,,
Air State Facility,9140200465,SISTERS OF CHARITY HOSPITAL,SISTERS OF CHARITY HOSPITAL,2157 MAIN ST,BUFFALO,14214,LEONARD POPIELINSKI,,,,"2-STERL, 3-BOILR","CHEMICAL OXIDATION, MULTIPLE CYCLONE W/O FLY ASH INJECTION","135, 82, 95","ETHYLENE OXIDE, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air Title V Facility,9140200565,GENERAL MILLS OPERATIONS LLC,GENERAL MILLS OPERATIONS LLC,54 S MICHIGAN AVE,BUFFALO,14203,PAUL GISTER,,,"A, DD","U-0000G, U-0PEST, U0000G",FABRIC FILTER,"10, 109, 118, 128, 13, 15, 17, 20, 29, 48, 58, 59, 63, 8, 97","HAP, METHYL BROMIDE, METHYL CHLORIDE, PARTICULATES",,,,,,,,
Air Title V Facility,9140200565,GENERAL MILLS OPERATIONS LLC,GENERAL MILLS OPERATIONS LLC,54 S MICHIGAN AVE,BUFFALO,14203,PAUL GISTER,,,"A, GG","U-00451, U-00452, U00452",,"200, 70","OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air Title V Facility,9140200565,GENERAL MILLS OPERATIONS LLC,GENERAL MILLS OPERATIONS LLC,54 S MICHIGAN AVE,BUFFALO,14203,JODI A HAMERNIK,,,,"U-0000B, U-0000F, U-0000K, U-0000P","FABRIC FILTER, SINGLE CYCLONE, WET DUST COLLECTOR, WET SCRUBBER","104, 105, 110, 115, 116, 117, 120, 121, 123, 125, 131, 135, 140, 141, 143, 145, 146, 155, 16, 165, 22, 30, 40, 46, 53, 54, 60, 65, 76, 77, 78, 90, 92, 93, 95","PARTICULATES, VOC",,,,,,,,
Air State Facility,9140200573,STATE UNIVERSITY OF NEW YORK,BUFFALO STATE COLLEGE,1300 ELMWOOD AVE,BUFFALO,14222,"JOHN P BLEECH, STATE UNIVERSITY OF NEW YORK",,"A, JJJJJJ","A, Dc, IIII, JJJJ","U-00001, U00001",LOW NOx BURNER,"154, 45","CARBON DIOXIDE EQUIVALENTS, CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,9140200574,FLEXO TRANSPARENT INC,FLEXO-TRANSPARENT INC,28 WASSON STREET,BUFFALO,14210,RONALD D MABRY,,,,1-PRINT,"CATALYTIC AFTERBURNER WITH HEAT, CATALYTIC OXIDATION",20,VOC,,,,,,,,
Air State Facility,9140200574,FLEXO TRANSPARENT INC,FLEXO-TRANSPARENT INC,28 WASSON STREET,BUFFALO,14210,RONALD D MABRY,,KK,,2-PRINT,THERMAL OXIDATION,26,"HAP, VOC",,,,,,,,
"Air State Facility, Air Title V Facility",9140200574,FLEXO TRANSPARENT INC,FLEXO-TRANSPARENT INC,28 WASSON ST,BUFFALO,14210,RONALD D MABRY,,KK,,U-PRINT,"CATALYTIC OXIDATION, CATALYTIC REDUCTION, THERMAL OXIDATION","20, 26",VOC,,,,,,,,
Air Title V Facility,9140200600,BUCKEYE TERMINALS LLC,BUFFALO TERMINAL,625 ELK ST,BUFFALO,14210,JASON L MENGEL,,BBBBBB,"A, K, Kb, XX","1-RACK1, 1-TANKS, 1TANKS","VAPOR RECOVERY SYS(INCL.CONDENSERS,HOODING, OTHER ENCLOSURES)",25,"HAP, VOC",,,,,,,,
Air State Facility,9140200669,THERMAL FOAMS INC,THERMAL FOAMS INC,2101 KENMORE AVENUE|BLDG 13,BUFFALO,14207,CHRISTOPHER M EASHAK,,,,"0-00045, U-00044",MIST ELIMINATOR,"17, 21","PARTICULATES, VOC",,,,,,,,
Air State Facility,9140200680,STATE UNIVERSITY OF NEW YORK,SUNY AT BUFFALO - SOUTH CAMPUS,3435 MAIN ST,BUFFALO,14214,KEITH A TRAMP,,,Dc,"E-00001, E-00008, I-00002, T-00009",,"165, 63, 80","PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air Title V Facility,9140200696,UNICELL BODY COMPANY INC,UNICELL BODY COMPANY INC,575 HOWARD ST,BUFFALO,14206,ROGER J MARTIN,,"A, WWWW",,"0-AMOLD, 0AMOLD, B-PAINT, BPAINT",FIBERGLASS FILTER,"27, 78","HAP, METHYL ACRYLIC ACIDMETHYL ESTER, PARTICULATES, STYRENE, VOC",,,,,,,,
Air Title V Facility,9140200773,ENGINEERED COMPOSITES INC,ENGINEERED COMPOSITES INC,55 ROBERTS AVE,BUFFALO,14206,ROMAN BOLUBUSH,,"A, PPPP, WWWW",,"B-00001, B00001","PAPER FILTER, POLYESTER FILTER","100, 102, 93","CYCLOHEXANEMETHANAMINE, 5-AMINO-1,3,3 TRIMEHYL, CYCLOHEXANEMETHANAMINE...., DECAMETHYLCYCLOPENTASILOXANE, DIISOCYANATE,1-6-HEXAMETHYLENE, HEXANEDIOIC ACID, POLYMER AND, ISOPHORONE DIISOCYANATE, OXIRANE, MONO[C12-14 ALKYOXY METHYL], PARTICULATES, PHENOXY RESIN, STYRENE, TITANIUM DIOXIDE, TOTAL HAP, VOC",,,,,,,,
Air State Facility,9140200791,HUTCHINSON INDUSTRIES INC,RODGARD,92 MONSIGNOR VALENTE DR,BUFFALO,14206,"DAVID BONGIOVANNI, FRAN SMITH",,,,"U-MOLD1, U-TANK1",,"30, 40, 52","BENZENE,1,1 MEYHYLENEBIS ISOCYANATO-, METHYLENE BISPHENYL ISOCYANATE, VOC",,,,,,,,
Air State Facility,9140200795,BUFFALO NEWSPRESS INC,BUFFALO NEWSPRESS INC,200 BROADWAY,BUFFALO,14204,JAMES P BURKE,,,,A-00001,THERMAL OXIDATION,"28, 32, 34, 37","1,2-ETHANEDIOL, 1,4-BENZENEDIOL, BENZENE, (1-METHYLETHYL), ETHANOL, 2-BUTOXY-, ETHYLBENZENE, HAP, HEXANE, METHYL ETHYL KETONE, TOLUENE, VOC, XYLENE, M, O & P MIXT.",,,,,,,,
Air State Facility,9140200881,DIGNIFIED GROUP SERVICES INC,DIGNIFIED GROUP SERVICES,906 SENECA ST,BUFFALO,14210,JEFFREY S EDER,,,,0-00001,INCINERATOR AFTERBURNER,"15, 38",PARTICULATES,,,,,,,,
Air State Facility,9140200987,XXXXXX X XXXXXXX,LANCASTER TANK AND STEEL PRODUCTS,107 DOROTHY ST,BUFFALO,14206,JERRY SHELDON,,,,L-T0001,"FIBERGLASS FILTER, POLYESTER FILTER",50,"PARTICULATES, TDI POLYMER, VOC",,,,,,,,
Air State Facility,9140201020,RIVERLAND AG CORP,BUFFALO LAKE PORT,120 CHILDS ST - GRAIN ELEVATORS,BUFFALO,14203,TIM KOCH,,,"A, DD","1--RECV, 1-RECV, 2--RECV, 2-RECV, 3--SHIP, 3-SHIP, 4--HAND, 4-HAND, 5--STOR, 5-STOR",FABRIC FILTER,"132, 140, 26",PARTICULATES,,,,,,,,
Air State Facility,9140201028,INDUSTRIAL SUPPORT INC,INDUSTRIAL SUPPORT INC,36 DEPOT ST,BUFFALO,14206,DAVID SULLIVAN,,,,U-COAT1,,"23, 25",VOC,,,,,,,,
Air State Facility,9142000021,NYS DEPT OF CORRECTIONS AND COMMUNITY SUPERVISION,NYS WENDE CORRECTIONAL FACILITY,WENDE RD,ALDEN,14004,"ANTHONY ZON, KEITH D RUPERT",,,,"0-OMAIN, 1-CDGEN",,"14, 22, 33","CARBON DIOXIDE EQUIVALENTS, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,9142200008,TOWN OF AMHERST,AMHERST SD #16 STP,455 TONAWANDA CREEK ROAD,NORTH TONAWANDA,14120,"KENNETH M TERRANOVA, PAUL M BOWERS",,,,"1-10100, 2-20100, 3-30100, 4-40100",,"10, 17, 26, 52","HYDROGEN SULFIDE, PARTICULATES",,,,,,,,
Air Title V Facility,9142200093,INTERNATIONAL IMAGING MATERIALS INC,INTERNATIONAL IMAGING,310 COMMERCE DR,AMHERST,14228,JEFFREY A WITTLINGER,,,,"1-BOILR, 1-CBS01, 1-CORON, 1-WEIGH, X-OXDZR","DIRECT FLAME AFTERBURNER WITH HEAT, FABRIC FILTER, HEATED CERAMIC MEDIA, THERMAL OXIDATION","17, 25, 26, 35, 40, 44","PARTICULATES, VOC",,,,,,,,
Air State Facility,9142200423,NATIONAL FUEL GAS COMPANY,NATIONAL FUEL GAS COMPANY,6363 MAIN ST,WILLIAMSVILLE,14221,"BILL SVENSSON, GARY A YOUNG",,,,0-0000A,,28,,,,,,,,,
Air State Facility,9142200428,PACKSTAR GROUP INC,PACKSTAR GROUP,215 JOHN GLENN DR,AMHERST,14228,ANDREW C SHARP,,,,0-0EU01,"FLUID BED DRY SCRUBBER, THERMAL OXIDATION",20,"HAP, VOC",,,,,,,,
Air State Facility,9142200495,CARSTAR COLLISION OF AMHEREST INC,CARSTAR COLLISION OF AMHERST,2915 NIAGARA FALLS BLVD,AMHERST,14228,DAVID M SNELL,,,,0-0EU01,FABRIC FILTER,35,"CYCLOHEXANE,, DIISOCYANATE,1-6-HEXAMETHYLENE, HAP, HEXANE, 1,6-DIISOCYANATO-, PARTICULATES, VOC, XYLENE, M, O & P MIXT.",,,,,,,,
Air State Facility,9143000014,NEW ENTERPRISE STONE & LIME CO INC,COMO QUARRY,500 COMO PARK BLVD,CHEEKTOWAGA,14227,JAMIE HYPNAROWSKI,,,I,"1-CRUSH, 2-ASTEC, 3-BATCH, 4-STANS",FABRIC FILTER,"32, 43","CARBON MONOXIDE, LEAD, PARTICULATES, POLYCHLORINATED BIPHENYL",,,,,,,,
Air State Facility,9143000081,NIAGARA TRANSFORMER CORP,NIAGARA TRANSFORMER CORP,1747 DALE RD,CHEEKTOWAGA,14225,ROBERT A FISHLOCK,,,,"0-UVARN, U-PAINT",,"27, 30","PARTICULATES, VOC",,,,,,,,
Air Title V Facility,9143000110,CELLO-PACK CORP,CELLO-PACK CORPORATION OF BUFFALO,55 INNSBRUCK DR,CHEEKTOWAGA,14227,"JIM GRABOSKI, TIM SHILEY",,KK,,"1-PRESS, 1PRESS","CATALYTIC AFTERBURNER, THERMAL OXIDATION","28, 30","TOTAL HAP, VOC",,,,,,,,
,9143000142,DERRICK MANUFACTURING CORP,DERRICK MANUFACTURING CORP,590 DUKE ROAD,CHEEKTOWAGA,14225,,,,,"E-00001, E-00002","ELECTROSTATIC PRECIPITATOR, MAGNESIUM OXIDE SCRUBBING, MAT OR PANEL FILTER","19, 43, 8","HAP, LEAD, METHYL ETHYL KETONE, PARTICULATES, VOC",,,,,,,,
Air State Facility,9143000310,DUAL PRINTING INC,DUAL PRINTING INC,340 NAGEL DR,CHEEKTOWAGA,14225,"JAMES J SABIO, ROY LARUE",,,,A-10000,"FIBERGLASS FILTER, THERMAL OXIDATION","31, 34, 36","ETHANOL, 2,2'-OXYBIS-, ETHANOL, 2-(2-BUTOXYETHOXY)-, HAP, HEXANE, PARTICULATES, PERCHLOROETHYLENE, VOC, XYLENE, M, O & P MIXT.",,,,,,,,
Air State Facility,9143600002,GERNATT ASPHALT PRODUCTS INC,GERNATT ASPHALT PRODUCTS INC,TAYLOR HOLLOW RD,COLLINS,14034,RICHARD I PECNIK,,,I,1-PLANT,"FABRIC FILTER, MULTIPLE CYCLONE W/O FLY ASH INJECTION, SINGLE CYCLONE","22, 40","CARBON MONOXIDE, PARTICULATES",,,,,,,,
Air State Facility,9143600010,NYS DEPT OF CORRECTIONAL SERVICES,COLLINS/GOWANDA CORRECTIONAL FACILITY,MIDDLE RD,COLLINS,14034,"JAMES BERBARY, KEITH D RUPERT",,,"A, Dc, Kb","0-00GAS, 0-0MAIN, 0-MAIN1, 0-TANKS, X-CMBST",LOW NOx BURNER,"105, 194, 31","CARBON MONOXIDE, GASOLINE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,9143600022,NATIONAL FUEL GAS SUPPLY CORPORATION,ZOAR COMPRESSOR STATION,WILSON & CONERTS RD,COLLINS,14034,GARY A YOUNG,,,,,,,OXIDES OF NITROGEN,,,,,,,,
Air State Facility,9143800007,GERNATT ASPHALT PRODUCTS INC,GERNATT ASPHALT PRODUCTS,13650 BENZ RD,SPRINGVILLE,14141,RICHARD I PECNIK,,,,"P-00001, P-00002","FABRIC FILTER, MULTIPLE CYCLONE W/O FLY ASH INJECTION, SINGLE CYCLONE","11, 18","CARBON MONOXIDE, PARTICULATES",,,,,,,,
Air Title V Facility,9143800044,NATIONAL FUEL GAS SUPPLY CORPORATION,CONCORD COMPRESSOR STATION,5510 GENESEE RD,SPRINGVILLE,14141,JOSHUA Z ENNIS,,ZZZZ,,U-00001,,"35, 39","CARBON MONOXIDE, OXIDES OF NITROGEN, VOC",,,,,,,,
Air Title V Facility,9144000034,TENNESSEE GAS PIPELINE COMPANY LLC,TENNESSEE GAS PIPELINE CO COMPRESSOR STATION 229,7586 E EDEN RD,EDEN,14057,MURALI RAMAMOORTHY,,"HHH, ZZZZ",,"R-22901, R-22902, R-2290D","VAPOR RECOVERY SYS(INCL.CONDENSERS,HOODING, OTHER ENCLOSURES)","20, 26, 29, 30, 5","BENZENE, OXIDES OF NITROGEN",,,,,,,,
Air State Facility,9144200039,NATIONAL FUEL GAS SUPPLY CORPORATION,PORTERVILLE COMPRESSOR STATION,350 HEMSTREET ROAD,EAST AURORA,14052,GARY A YOUNG,,,,,,,OXIDES OF NITROGEN,,,,,,,,
Air State Facility,9144400012,FLEXOVIT USA INC,FLEXOVIT USA,1305 EDEN EVANS CTR RD,ANGOLA,14006,"BOB RIEHLE, JAMES H LEITTEN",,,VVV,"U-00001, U-00002, U-00003, U00003",,"14, 24, 32, 37, 42","2-PENTANONE, 4-METHYL, ETHANOL, 2,2'-OXYBIS-, HAP, METHYL ETHYL KETONE, PARTICULATES, PHENOL, VOC",,,,,,,,
